"polygon_id","polygon_name","polygon_level","polygon_version","country","business_vertical","activity_quantile","latitude","longitude","ds"
"ESP.1.4_1","Granada","GADM2","3.6","ES","","0.580853532518866","37.312508627700836","-3.26776827578156","2024-10-30"
"ESP.5.6_1","Segovia","GADM2","3.6","ES","Professional Services","0.693334030880327","41.17107294284954","-4.054291582693536","2024-10-30"
"ESP.6.1_1","Barcelona","GADM2","3.6","ES","Travel","0.5695145883968141","41.73110447784928","1.983586116218991","2024-10-30"
"ESP.6.1_1","Barcelona","GADM2","3.6","ES","Public Good","0.7309684731104571","41.73110447784928","1.983586116218991","2024-10-30"
"ESP.6.1_1","Barcelona","GADM2","3.6","ES","Manufacturing","0.6609836169728448","41.73110447784928","1.983586116218991","2024-10-30"
"ESP.6.1_1","Barcelona","GADM2","3.6","ES","Home Services","0.6754933242662213","41.73110447784928","1.983586116218991","2024-10-30"
"ESP.6.1_1","Barcelona","GADM2","3.6","ES","Restaurants","0.7145626848046405","41.73110447784928","1.983586116218991","2024-10-30"
"ESP.15.1_1","La Rioja","GADM2","3.6","ES","Professional Services","0.7324635784114318","42.275075475910825","-2.517176826904987","2024-10-30"
"ESP.15.1_1","La Rioja","GADM2","3.6","ES","Restaurants","0.7100692732727479","42.275075475910825","-2.517176826904987","2024-10-30"
"ESP.15.1_1","La Rioja","GADM2","3.6","ES","Travel","0.5763649105591953","42.275075475910825","-2.517176826904987","2024-10-30"
"ESP.15.1_1","La Rioja","GADM2","3.6","ES","Public Good","0.7389273829128715","42.275075475910825","-2.517176826904987","2024-10-30"
"ESP.15.1_1","La Rioja","GADM2","3.6","ES","","0.619392682314096","42.275075475910825","-2.517176826904987","2024-10-30"
"ESP.15.1_1","La Rioja","GADM2","3.6","ES","Retail","0.6659466308612598","42.275075475910825","-2.517176826904987","2024-10-30"
"ESP.15.1_1","La Rioja","GADM2","3.6","ES","Business & Utility Services","0.6663012145340782","42.275075475910825","-2.517176826904987","2024-10-30"
"ESP.15.1_1","La Rioja","GADM2","3.6","ES","Local Events","0.7081010995475097","42.275075475910825","-2.517176826904987","2024-10-30"
"ESP.4.4_1","Guadalajara","GADM2","3.6","ES","Grocery & Convenience Stores","0.6107808307923619","40.81349313217765","-2.6237201283259926","2024-10-30"
"ESP.4.4_1","Guadalajara","GADM2","3.6","ES","","0.46621895766584537","40.81349313217765","-2.6237201283259926","2024-10-30"
"ESP.4.4_1","Guadalajara","GADM2","3.6","ES","Travel","0.6550356727930623","40.81349313217765","-2.6237201283259926","2024-10-30"
"ESP.4.4_1","Guadalajara","GADM2","3.6","ES","Retail","0.6439146548573029","40.81349313217765","-2.6237201283259926","2024-10-30"
"ESP.4.4_1","Guadalajara","GADM2","3.6","ES","Home Services","0.5990587208133","40.81349313217765","-2.6237201283259926","2024-10-30"
"ESP.4.4_1","Guadalajara","GADM2","3.6","ES","All","0.6652468259065828","40.81349313217765","-2.6237201283259926","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","All","0.6466423987025706","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Manufacturing","0.43778566869041236","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Lifestyle Services","0.6726322613089506","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Home Services","0.5380366089931917","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","","0.7321385572611272","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Business & Utility Services","0.687982645840634","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Local Events","0.38843267211464866","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Grocery & Convenience Stores","0.5541138320547013","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Travel","0.43077939140207927","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Retail","0.6353008462296396","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Public Good","0.6492993610980352","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Professional Services","0.6453243384906843","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Restaurants","0.7144357365653866","40.661299475449205","-0.8154628565075728","2024-10-30"
"ESP.1.4_1","Granada","GADM2","3.6","ES","Local Events","0.6925499763687599","37.312508627700836","-3.26776827578156","2024-10-30"
"ESP.10.1_1","Alicante","GADM2","3.6","ES","Local Events","0.7290212748646276","38.478788145181916","-0.5682515168976798","2024-10-30"
"ESP.10.1_1","Alicante","GADM2","3.6","ES","All","0.6707275808418822","38.478788145181916","-0.5682515168976798","2024-10-30"
"ESP.10.1_1","Alicante","GADM2","3.6","ES","Retail","0.6758598445687982","38.478788145181916","-0.5682515168976798","2024-10-30"
"ESP.10.1_1","Alicante","GADM2","3.6","ES","Grocery & Convenience Stores","0.6826861151550263","38.478788145181916","-0.5682515168976798","2024-10-30"
