"polygon_id","polygon_name","polygon_level","polygon_version","country","business_vertical","activity_quantile","latitude","longitude","ds"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Restaurants","0.7267393775414617","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Travel","0.46203053064230926","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","","0.6427874252894978","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Home Services","0.4465933650333517","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Lifestyle Services","0.593299478089488","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Grocery & Convenience Stores","0.5211178631942809","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Business & Utility Services","0.5987915982518742","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Local Events","0.4603141378641242","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Professional Services","0.6091956283378185","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","All","0.5787991893839196","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Retail","0.5282653184889684","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Public Good","0.5745522807469153","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.2.2_1","Teruel","GADM2","3.6","ES","Manufacturing","0.45556227898027196","40.661299475449205","-0.8154628565075728","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Retail","0.5757460248866751","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Home Services","0.6235558107305259","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Local Events","0.8358291307320319","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Public Good","0.6582537870067465","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","All","0.6231670757889629","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Lifestyle Services","0.5348575976784243","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Grocery & Convenience Stores","0.5559480682268557","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Professional Services","0.6255762866766245","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Restaurants","0.8252624392362626","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Travel","0.5621538757374863","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Manufacturing","0.4225066763230898","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","","0.4446092475452486","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.4.5_1","Toledo","GADM2","3.6","ES","Business & Utility Services","0.5537641930401482","39.793768027282304","-4.147935709854904","2024-11-01"
"ESP.2.1_1","Huesca","GADM2","3.6","ES","Manufacturing","0.5395727500554506","42.20284851936018","-0.07302839035406411","2024-11-01"
"ESP.2.1_1","Huesca","GADM2","3.6","ES","Local Events","0.5370797053839945","42.20284851936018","-0.07302839035406411","2024-11-01"
"ESP.2.1_1","Huesca","GADM2","3.6","ES","Home Services","0.5490430425871172","42.20284851936018","-0.07302839035406411","2024-11-01"
"ESP.2.1_1","Huesca","GADM2","3.6","ES","All","0.570043820556397","42.20284851936018","-0.07302839035406411","2024-11-01"
"ESP.2.1_1","Huesca","GADM2","3.6","ES","Lifestyle Services","0.5786491596346288","42.20284851936018","-0.07302839035406411","2024-11-01"
