"coverage","country","lon","lat"
"1","ES","-4.273681640625","40.722282152041345"
"1","ES","2.010498046875","41.319075100642195"
"1","ES","-4.844970703124999","41.53325362001415"
"1","ES","-4.141845703125","37.50100992078313"
"1","ES","-4.822998046875","41.69752538760397"
"1","ES","-4.075927734375001","37.588118257261016"
"1","ES","-3.922119140625","37.779398061308264"
"1","ES","-3.7243652343749996","40.622291262579196"
"1","ES","-4.295654296875","37.2565655785865"
"1","DZ","3.8781738281250004","36.4654713833457"
"1","ES","2.5598144531250004","41.74672531851107"
"1","ES","-3.5705566406249996","39.05331759139647"
"1","ES","-2.098388671875","39.54641140255015"
"1","ES","1.9006347656249998","41.335575450775956"
"1","ES","0.450439453125","41.73032952724247"
"1","ES","-1.175537109375","37.762029375801326"
"1","ES","-1.043701171875","41.54969962229724"
"1","ES","-2.823486328125","40.88860029069413"
"1","ES","-2.9333496093750004","36.958670625491294"
"1","DZ","2.713623046875","36.4654713833457"
"1","ES","-1.329345703125","38.77978086376416"
"1","ES","-3.043212890625","37.866180274890645"
"1","ES","3.197021484375","41.87774092757099"
"1","ES","-2.274169921875","39.59722272764313"
"1","ES","-0.714111328125","38.28131256699648"
"1","ES","3.065185546875","39.46164312521604"
"1","ES","-1.505126953125","40.37165837171382"
"1","DZ","2.6477050781250004","36.60670838220972"
"1","ES","2.296142578125","41.959489575237555"
"1","ES","-3.2189941406250004","40.63896682325716"
"1","ES","0.032958984375","42.1552589417225"
"1","ES","-3.109130859375","36.993777882507736"
"1","ES","0.889892578125","41.03793010084351"
"1","ES","-2.010498046875","38.91668102155377"
"1","ES","-0.736083984375","39.410732538426146"
"1","ES","-3.5705566406250004","40.43858534705454"
"1","ES","-0.164794921875","39.80009543834965"
"1","ES","2.757568359375","39.63107625265483"
"1","DZ","2.955322265625","36.55377473943434"
"1","ES","-0.9777832031249999","37.6229330856153"
"1","ES","-3.4606933593749996","36.71246673861977"
"1","ES","-1.0217285156249998","38.71123202494018"
"1","ES","-4.427490234375","37.27405230236458"
"1","ES","-1.944580078125","37.011325436763826"
"1","ES","0.230712890625","42.13896788055455"
"1","ES","-1.021728515625","37.98750386011261"
"1","ES","2.471923828125","41.73032952724247"
"1","ES","-1.856689453125","38.177750454838176"
"1","ES","-3.5485839843750004","37.169071070033255"
"1","ES","-4.163818359375","36.92354717522953"
"1","ES","0.010986328125","41.20345567001873"
"1","ES","-4.207763671875","37.169071070033255"
"1","ES","-0.516357421875","38.96795063899681"
"1","ES","-3.482666015625","39.34279389253714"
"1","ES","0.010986328125","38.625453458424474"
"1","DZ","3.856201171875","36.87083165005701"
"1","ES","-2.603759765625","41.25303191850097"
"1","ES","-2.779541015625","36.97622627851264"
"1","ES","-3.6584472656249996","40.05284708300665"
"1","ES","-4.581298828125","36.80048766056507"
"1","ES","2.4499511718750004","41.86137863238064"
"1","ES","-0.428466796875","38.48799409611199"
"1","ES","-0.340576171875","39.64799680624749"
"1","ES","-4.910888671875","41.81226662020634"
"1","ES","-0.758056640625","41.66470450700676"
"1","ES","-2.537841796875","37.36142499386513"
"1","DZ","0.36254882812499994","36.18222447852305"
"1","ES","-1.175537109375","37.81412319143514"
"1","ES","2.691650390625","42.12267262717617"
"1","ES","-1.2414550781249998","42.13896788055455"
"1","ES","-2.098388671875","37.169071070033255"
"1","ES","-3.482666015625","40.60561153779342"
"1","ES","-0.516357421875","41.50034906856355"
"1","ES","-3.9001464843749996","39.88444965995798"
"1","ES","-4.163818359375","41.004774900692084"
"1","ES","-3.4387207031250004","39.951858408134946"
"1","ES","-0.494384765625","41.975826737306896"
"1","ES","-1.3952636718749998","41.4344897863724"
"1","ES","-4.603271484374999","40.421859842105285"
"1","ES","-2.559814453125","39.85072040685004"
"1","ES","-3.878173828125001","37.866180274890645"
"1","ES","-4.251708984375","37.36142499386513"
"1","ES","-3.812255859375","40.23760484645008"
"1","ES","-3.3728027343749996","41.77950434257734"
"1","ES","-0.670166015625","39.529466019374105"
"1","ES","-1.065673828125","38.03943838064009"
"1","ES","-0.164794921875","40.220829453493806"
"1","ES","-2.779541015625","37.4835760417999"
"1","ES","1.351318359375","41.73032952724247"
"1","ES","0.186767578125","41.69752538760397"
"1","ES","-4.317626953125","40.5054457638699"
"1","ES","3.0212402343750004","41.81226662020634"
"1","ES","-1.636962890625","38.056741709394856"
"1","ES","-4.405517578125","36.76529141207355"
"1","ES","3.043212890625","42.26917896817546"
"1","ES","-3.5925292968749996","41.68111703978626"
"1","ES","-4.910888671875","37.657731616834624"
"1","ES","-4.493408203125","40.32141947629148"
"1","ES","-0.274658203125","39.74943317395265"
"1","ES","-4.559326171875","37.43124999341681"
"1","ES","-4.779052734375","38.41916588113755"
"1","ES","-0.5822753906249999","39.935012441941815"
"1","ES","-3.1970214843750004","40.52215046539367"
"1","ES","-0.47241210937499994","38.86537433698996"
"1","ES","-4.339599609375","40.755579121875044"
"1","ES","1.702880859375","41.91045295307337"
"1","ES","-0.7360839843750001","38.108627152835105"
"1","ES","-0.054931640625","40.170478347996564"
"1","ES","0.054931640625","42.236651356118244"
"1","DZ","3.5266113281249996","36.12900115409437"
"1","ES","-4.185791015625","37.309013566490584"
"1","ES","-4.603271484375","37.0990024371286"
"1","ES","2.801513671875","39.61415155963188"
"1","ES","-4.427490234374999","36.76529141207355"
"1","ES","-4.757080078125","40.722282152041345"
"1","ES","-4.801025390624999","37.34395858148956"
"1","ES","-4.207763671875","39.01918317507621"
"1","DZ","3.856201171875","36.571423319442054"
"1","ES","1.109619140625","42.1552589417225"
"1","ES","-4.910888671875","41.335575450775956"
"1","ES","3.065185546875","42.285436483203576"
"1","ES","0.8898925781249999","41.631866887682655"
"1","ES","-3.6145019531249996","40.55554738253778"
"1","ES","1.636962890625","41.319075100642195"
"1","ES","2.4060058593750004","42.057449696372"
"1","ES","-0.604248046875","42.187828486475695"
"1","DZ","2.427978515625","36.500804813962084"
"1","ES","-1.241455078125","38.0913360961014"
"1","ES","-3.4387207031249996","40.170478347996564"
"1","ES","-4.449462890625","39.03625244435651"
"1","ES","0.318603515625","42.1552589417225"
"1","ES","-2.757568359375","38.96795063899681"
"1","ES","0.670166015625","41.07106860910099"
"1","ES","0.7580566406249999","41.73032952724247"
"1","ES","-4.075927734375","38.71123202494018"
"1","ES","-3.768310546875","40.38839635404193"
"1","ES","-4.603271484375","41.50034906856355"
"1","ES","2.933349609375","39.35978475221358"
"1","DZ","0.736083984375","36.323976617429835"
"1","ES","-4.273681640624999","37.02886894056975"
"1","ES","0.450439453125","40.48873690088868"
"1","ES","0.9558105468750001","41.59901253188658"
"1","ES","2.274169921875","42.041133485564124"
"1","ES","-2.691650390625","39.56335264863388"
"1","ES","2.2082519531249996","42.171545810441806"
"1","ES","0.142822265625","40.85537001077644"
"1","ES","-1.4831542968749998","37.762029375801326"
"1","ES","0.9997558593749998","42.00848849194222"
"1","ES","-1.702880859375","37.60552770825391"
"1","ES","-3.7683105468750004","39.63107625265483"
"1","DZ","2.559814453125","36.41244103219101"
"1","ES","3.021240234375","39.833849562084076"
"1","ES","-4.647216796875","37.588118257261016"
"1","DZ","2.384033203125","36.3416775464034"
"1","DZ","3.087158203125","36.74768722694973"
"1","ES","-1.658935546875","40.772221356403094"
"1","ES","-3.7683105468750004","36.80048766056507"
"1","ES","-4.713134765625","36.64197731031064"
"1","ES","-2.449951171875","41.76311692371352"
"1","ES","-3.394775390625","37.64033438869254"
"1","ES","-1.021728515625","37.588118257261016"
"1","ES","-1.329345703125","38.14319699003044"
"1","ES","-4.251708984375","40.55554738253778"
"1","DZ","3.372802734375","36.536122128014725"
"1","ES","-2.1423339843749996","40.971603011346815"
"1","ES","2.603759765625","42.057449696372"
"1","ES","3.087158203125","39.58028975715459"
"1","ES","2.340087890625","41.51680343533867"
"1","ES","-4.031982421875","40.722282152041345"
"1","ES","2.999267578125","39.64799680624749"
"1","ES","-2.427978515625","37.34395858148956"
"1","ES","-4.097900390625","38.056741709394856"
"1","ES","-0.8020019531249999","39.42770686793681"
"1","ES","-3.197021484375","41.53325362001415"
"1","ES","2.537841796875","41.59901253188658"
"1","ES","-2.801513671875","41.84501214924693"
"1","ES","-1.6809082031249998","37.53586546904481"
"1","ES","-4.383544921874999","40.05284708300665"
"1","ES","2.0324707031250004","41.286061865267186"
"1","ES","0.7141113281249999","40.705627417461386"
"1","ES","-4.581298828125","37.0464083932161"
"1","ES","1.724853515625","41.21998526286659"
"1","ES","0.9777832031249999","41.18692190091063"
"1","ES","-1.9006347656249998","39.951858408134946"
"1","ES","-2.647705078125","39.61415155963188"
"1","ES","-1.241455078125","38.03943838064009"
"1","ES","0.23071289062500003","40.220829453493806"
"1","ES","2.691650390625","41.713929550181646"
"1","ES","-0.538330078125","41.54969962229724"
"1","ES","0.12084960937500001","41.05450144162682"
"1","ES","-1.944580078125","38.00481945538502"
"1","ES","-4.163818359375","40.187266203855806"
"1","ES","2.999267578125","42.22038125954715"
"1","ES","-3.460693359375","38.625453458424474"
"1","DZ","3.7243652343750004","36.288562695874134"
"1","ES","-1.527099609375","41.54969962229724"
"1","ES","-4.010009765624999","40.538851005076836"
"1","ES","-1.680908203125","42.057449696372"
"1","DZ","3.460693359375","36.536122128014725"
"1","ES","-1.0217285156250002","39.05331759139647"
"1","ES","1.087646484375","41.07106860910099"
"1","ES","-3.394775390625","40.48873690088868"
"1","ES","-4.053955078125","39.816974572435335"
"1","ES","-1.3732910156249998","38.14319699003044"
"1","ES","-3.548583984375","38.33303830990123"
"1","ES","-0.362548828125","38.505190889229596"
"1","ES","-3.9440917968750004","40.30466486299902"
"1","ES","-1.8127441406250002","41.30257057203537"
"1","ES","-4.559326171875001","41.77950434257734"
"1","ES","-2.735595703125","40.80549332287863"
"1","ES","-2.889404296875","40.33816993244106"
"1","ES","-3.6145019531249996","39.46164312521604"
"1","ES","0.692138671875","40.722282152041345"
"1","ES","2.7136230468749996","41.795887574831475"
"1","ES","-4.010009765624999","40.37165837171382"
"1","ES","2.625732421875","42.073761716181735"
"1","ES","-0.7580566406249999","41.91045295307337"
"1","ES","-4.625244140625","42.10637318182699"
"1","ES","-3.570556640625","39.07037861567813"
"1","ES","-1.109619140625","38.056741709394856"
"1","ES","3.3728027343749996","39.63107625265483"
"1","ES","-0.49438476562499994","39.46164312521604"
"1","DZ","3.7902832031250004","36.782891556856356"
"1","ES","-0.7800292968749999","38.160475769283806"
"1","ES","-3.768310546875","40.30466486299902"
"1","ES","1.021728515625","42.13896788055455"
"1","ES","2.120361328125","41.64828778954518"
"1","ES","-4.251708984375","41.21998526286659"
"1","ES","-4.669189453125","36.518465485938364"
"1","DZ","2.911376953125","36.76529141207355"
"1","ES","-2.406005859375","36.90597937942313"
"1","ES","-2.6477050781249996","41.07106860910099"
"1","ES","2.7136230468749996","42.20410696958881"
"1","ES","-3.043212890625","39.138581474917935"
"1","ES","0.23071289062500003","41.91045295307337"
"1","ES","-3.944091796875","40.0696640044274"
"1","ES","2.471923828125","42.22038125954715"
"1","ES","-4.273681640625","41.64828778954518"
"1","ES","0.9558105468750001","41.319075100642195"
"1","ES","-4.888916015625","41.483890519982985"
"1","ES","-0.8898925781249999","37.657731616834624"
"1","ES","-1.680908203125","38.505190889229596"
"1","ES","1.175537109375","41.20345567001873"
"1","ES","0.670166015625","41.02135458708634"
"1","DZ","2.0983886718750004","36.571423319442054"
"1","ES","-0.823974609375","37.6229330856153"
"1","ES","1.812744140625","41.46742778989264"
"1","ES","-2.1643066406250004","40.52215046539367"
"1","ES","1.658935546875","42.22038125954715"
"1","ES","-3.878173828125","40.43858534705454"
"1","ES","-0.38452148437500006","38.67693293076353"
"1","ES","-3.5705566406249996","40.78885942352399"
"1","ES","-0.120849609375","42.00848849194222"
"1","ES","-4.163818359375","38.00481945538502"
"1","ES","1.680908203125","41.66470450700676"
"1","ES","-0.03295898437499999","41.20345567001873"
"1","DZ","3.4387207031249996","36.74768722694973"
"1","ES","2.8234863281250004","41.73032952724247"
"1","ES","-0.384521484375","38.45358819598149"
"1","ES","-4.976806640625","37.37888734192073"
"1","ES","-3.834228515625","40.00237141721941"
"1","DZ","3.065185546875","36.58906786728443"
"1","ES","1.571044921875","41.30257057203537"
"1","ES","-0.36254882812500006","39.138581474917935"
"1","ES","-0.911865234375","37.657731616834624"
"1","ES","2.164306640625","42.26917896817546"
"1","ES","-2.032470703125","38.33303830990123"
"1","ES","1.417236328125","41.269548980650846"
"1","ES","-2.933349609375","37.692513845717606"
"1","ES","-4.581298828125","37.95286040736008"
"1","ES","-3.350830078125","40.45530669209408"
"1","ES","-1.505126953125","37.900864582007266"
"1","ES","-2.274169921875","37.57070473329095"
"1","ES","-4.713134765625","40.87198723550495"
"1","ES","-0.780029296875","38.48799409611199"
"1","ES","-0.7141113281250001","38.177750454838176"
"1","ES","-2.2302246093750004","42.22038125954715"
"1","ES","-4.141845703125","39.80009543834965"
"1","ES","-2.340087890625","39.35978475221358"
"1","ES","0.670166015625","41.286061865267186"
"1","ES","-2.274169921875","38.89958291122775"
"1","ES","-1.417236328125","38.246808248089046"
"1","ES","-3.9880371093750004","36.73007900221965"
"1","ES","-2.581787109375","36.87083165005701"
