"start_latitude","start_longitude","end_latitude","end_longitude","length_km","start_quadkey","end_quadkey","country","date_time","n_baseline","n_crisis","n_difference","percent_change","z_score","ds"
"-28.139815474709287","153.358154296875","-28.139815474709287","153.358154296875","0.0","31121301220233","31121301220233","AU","2023-12-18 16:00","25.333333333333332","28.0","2.666666666666668","10.126582278481019","1.0327955589886448","2023-12-18"
"-27.55698148833148","153.270263671875","-27.518014810368957","153.18237304687503","9.688667119002423","31121300133113","31121300131233","AU","2023-12-18 16:00","10.333333333333334","13.0","2.666666666666666","23.529411764705877","0.7613869876268808","2023-12-18"
"-27.55698148833148","153.270263671875","-27.45953890173811","153.028564453125","26.184290954058305","31121300133113","31121300130300","AU","2023-12-18 16:00","22.666666666666668","16.0","-6.666666666666668","-28.169014084507044","-1.3007872144692096","2023-12-18"
"-27.55698148833148","153.270263671875","-27.518014810368957","153.248291015625","4.844333612667609","31121300133113","31121300131332","AU","2023-12-18 16:00","23.333333333333332","17.0","-6.333333333333332","-26.027397260273972","-1.3669418497887658","2023-12-18"
"-27.55698148833148","153.270263671875","-27.45953890173811","153.160400390625","15.323199109057073","31121300133113","31121300131210","AU","2023-12-18 16:00","","10.0","","","","2023-12-18"
"-27.55698148833148","153.270263671875","-27.576459644051187","153.270263671875","2.16587549600321","31121300133113","31121300133131","AU","2023-12-18 16:00","15.166666666666666","10.0","-5.166666666666666","-31.958762886597942","-1.6203959578168816","2023-12-18"
"-27.55698148833148","153.270263671875","-27.576459644051187","153.29223632812497","3.063010518960888","31121300133113","31121301022020","AU","2023-12-18 16:00","10.5","","","","","2023-12-18"
"-27.55698148833148","153.270263671875","-27.537499876557572","153.248291015625","3.063553996016819","31121300133113","31121300133110","AU","2023-12-18 16:00","25.666666666666668","41.0","15.333333333333332","57.49999999999999","4.0","2023-12-18"
"-27.55698148833148","153.270263671875","-27.498526291407003","153.094482421875","18.511811814165764","31121300133113","31121300130331","AU","2023-12-18 16:00","10.166666666666666","15.0","4.833333333333334","43.28358208955225","1.409029293705194","2023-12-18"
"-27.55698148833148","153.270263671875","-27.518014810368957","153.270263671875","4.332903698593373","31121300133113","31121300131333","AU","2023-12-18 16:00","30.833333333333332","24.0","-6.833333333333332","-21.465968586387433","-1.028218218279814","2023-12-18"
"-27.55698148833148","153.270263671875","-27.518014810368957","153.204345703125","7.811253214546989","31121300133113","31121300131322","AU","2023-12-18 16:00","12.5","10.0","-2.5","-18.51851851851852","-0.889460083706025","2023-12-18"
"-27.55698148833148","153.270263671875","-27.595934342079065","153.292236328125","4.842614987582901","31121300133113","31121301022022","AU","2023-12-18 16:00","11.5","","","","","2023-12-18"
"-27.55698148833148","153.270263671875","-27.537499876557572","153.20434570312497","6.850314955605535","31121300133113","31121300133100","AU","2023-12-18 16:00","17.0","13.0","-4.0","-22.22222222222222","-0.8528028654224417","2023-12-18"
"-27.55698148833148","153.270263671875","-27.479034321315","153.028564453125","25.36215887871542","31121300133113","31121300130302","AU","2023-12-18 16:00","16.833333333333332","","","","","2023-12-18"
"-27.55698148833148","153.270263671875","-27.537499876557572","153.270263671875","2.166259792300021","31121300133113","31121300133111","AU","2023-12-18 16:00","27.166666666666668","18.0","-9.166666666666668","-32.544378698224854","-1.1515452494415865","2023-12-18"
"-27.55698148833148","153.270263671875","-27.55698148833148","153.270263671875","0.0","31121300133113","31121300133113","AU","2023-12-18 16:00","1101.6666666666667","1147.0","45.33333333333326","4.111245465538082","1.6053191414120325","2023-12-18"
"-21.238182070342596","148.963623046875","-21.238182070342596","148.963623046875","0.0","31103223133213","31103223133213","AU","2023-12-18 16:00","16.666666666666668","20.0","3.333333333333332","18.867924528301877","1.0403129732205987","2023-12-18"
"-26.676912660554418","152.89672851562503","-26.676912660554418","152.89672851562503","0.0","31121122303310","31121122303310","AU","2023-12-18 16:00","23.0","24.0","1.0","4.166666666666667","0.134110445196455","2023-12-18"
"-26.382027556732304","152.852783203125","-26.382027556732304","152.852783203125","0.0","31121122123302","31121122123302","AU","2023-12-18 16:00","47.833333333333336","33.0","-14.833333333333336","-30.37542662116041","-2.92219798305619","2023-12-18"
"-28.35273332003185","153.358154296875","-28.333394729185752","153.402099609375","4.808343485119449","31121303000031","31121303000103","AU","2023-12-18 16:00","","10.0","","","","2023-12-18"
"-28.35273332003185","153.358154296875","-28.35273332003185","153.358154296875","0.0","31121303000031","31121303000031","AU","2023-12-18 16:00","36.5","41.0","4.5","12.0","1.9926334924652138","2023-12-18"
