"ds","polygon1_id","polygon1_name","latitude1","longitude1","polygon2_id","polygon2_name","latitude2","longitude2","metric_value","metric_name"
"2024-11-03","376031519676735","bangladesh","24.016667","89.866667","346733206197678","indonesia","-0.8349","113.4668","3973","travel counts"
"2024-11-03","433497307408292","thailand","15.0","101.0","346733206197678","indonesia","-0.8349","113.4668","3841","travel counts"
"2024-11-03","346733206197678","indonesia","-0.8349","113.4668","376031519676735","bangladesh","24.016667","89.866667","4194","travel counts"
"2024-11-03","793335024385721","japan","35.0","136.0","343315869635106","philippines","11.333330555556","123.01666944444","5284","travel counts"
"2024-11-03","419634095534324","malaysia","2.316667","111.55","343315869635106","philippines","11.333330555556","123.01666944444","1529","travel counts"
"2024-11-03","407219260067826","bulgaria","42.75","25.5","351785358793117","greece","39.0","22.0","2780","travel counts"
"2024-11-03","351886962112263","italy","43.0","12.0","417045315510881","czech republic","50.0","16.0","1764","travel counts"
"2024-11-03","2282619438622633","austria","48.0","14.0","417045315510881","czech republic","50.0","16.0","4872","travel counts"
"2024-11-03","852597565113521","united kingdom","54.0","-2.0","417045315510881","czech republic","50.0","16.0","1571","travel counts"
"2024-11-03","853970694951300","south korea","36.0","128.0","343315869635106","philippines","11.333330555556","123.01666944444","3940","travel counts"
"2024-11-03","852597565113521","united kingdom","54.0","-2.0","351785358793117","greece","39.0","22.0","2075","travel counts"
"2024-11-03","400835317162981","croatia","45.25","15.466667","616857608787515","hungary","47.0","19.0","2060","travel counts"
"2024-11-03","1231810770328071","poland","52.0","19.0","616857608787515","hungary","47.0","19.0","1523","travel counts"
"2024-11-03","597585864063467","united arab emirates","23.783333","54.0","376031519676735","bangladesh","24.016667","89.866667","1325","travel counts"
"2024-11-03","1317763431707213","germany","51.0","10.0","616857608787515","hungary","47.0","19.0","4412","travel counts"
"2024-11-03","852597565113521","united kingdom","54.0","-2.0","616857608787515","hungary","47.0","19.0","2247","travel counts"
"2024-11-03","2414720828591431","romania","46.0","25.0","401821703703677","serbia","43.95","20.933333333333","1235","travel counts"
"2024-11-03","616857608787515","hungary","47.0","19.0","401821703703677","serbia","43.95","20.933333333333","1957","travel counts"
"2024-11-03","1080265735511471","spain","40.0","-3.0","616857608787515","hungary","47.0","19.0","1155","travel counts"
"2024-11-03","419634095534324","malaysia","2.316667","111.55","376031519676735","bangladesh","24.016667","89.866667","1170","travel counts"
"2024-11-03","2367165386637842","brazil","-11.0","-53.0","376031519676735","bangladesh","24.016667","89.866667","1896","travel counts"
"2024-11-03","351886962112263","italy","43.0","12.0","616857608787515","hungary","47.0","19.0","3465","travel counts"
"2024-11-03","401821703703677","serbia","43.95","20.933333333333","616857608787515","hungary","47.0","19.0","4605","travel counts"
"2024-11-03","384833669025234","slovenia","46.0","15.0","616857608787515","hungary","47.0","19.0","1357","travel counts"
"2024-11-03","366682297538943","pakistan","29.0","69.0","376031519676735","bangladesh","24.016667","89.866667","1464","travel counts"
"2024-11-03","2247289335332676","turkey","39.0","36.0","351785358793117","greece","39.0","22.0","7459","travel counts"
