"ds","polygon1_id","polygon1_name","latitude1","longitude1","polygon2_id","polygon2_name","latitude2","longitude2","metric_value","metric_name"
"2024-11-04","351886962112263","italy","43.0","12.0","351785358793117","greece","39.0","22.0","2426","travel counts"
"2024-11-04","463167797558589","taiwan","24.0","121.0","343315869635106","philippines","11.333330555556","123.01666944444","4055","travel counts"
"2024-11-04","1246147782210951","australia","-25.0","135.0","343315869635106","philippines","11.333330555556","123.01666944444","1579","travel counts"
"2024-11-04","851705715169048","saudi arabia","23.716667","44.116667","343315869635106","philippines","11.333330555556","123.01666944444","3064","travel counts"
"2024-11-04","852597565113521","united kingdom","54.0","-2.0","351785358793117","greece","39.0","22.0","1909","travel counts"
"2024-11-04","937148070010051","united states","40.0","-100.0","343315869635106","philippines","11.333330555556","123.01666944444","3665","travel counts"
"2024-11-04","1317763431707213","germany","51.0","10.0","351785358793117","greece","39.0","22.0","1619","travel counts"
"2024-11-04","711084376012350","vietnam","14.016666666667","107.9","343315869635106","philippines","11.333330555556","123.01666944444","1789","travel counts"
"2024-11-04","433497307408292","thailand","15.0","101.0","343315869635106","philippines","11.333330555556","123.01666944444","2642","travel counts"
"2024-11-04","407219260067826","bulgaria","42.75","25.5","351785358793117","greece","39.0","22.0","3520","travel counts"
"2024-11-04","810648062654687","canada","56.0","-109.0","343315869635106","philippines","11.333330555556","123.01666944444","1405","travel counts"
"2024-11-04","817571401952819","qatar","25.269535","51.212767","343315869635106","philippines","11.333330555556","123.01666944444","1483","travel counts"
"2024-11-04","597585864063467","united arab emirates","23.783333","54.0","343315869635106","philippines","11.333330555556","123.01666944444","2402","travel counts"
"2024-11-04","535485520310127","cyprus","35.0","33.0","351785358793117","greece","39.0","22.0","1527","travel counts"
"2024-11-04","2247289335332676","turkey","39.0","36.0","351785358793117","greece","39.0","22.0","4612","travel counts"
"2024-11-04","2272551262804931","albania","41.0","20.0","351785358793117","greece","39.0","22.0","2644","travel counts"
"2024-11-04","346733206197678","indonesia","-0.8349","113.4668","343315869635106","philippines","11.333330555556","123.01666944444","1628","travel counts"
"2024-11-04","463167797558589","taiwan","24.0","121.0","346733206197678","indonesia","-0.8349","113.4668","2432","travel counts"
"2024-11-04","433497307408292","thailand","15.0","101.0","346733206197678","indonesia","-0.8349","113.4668","3421","travel counts"
"2024-11-04","419634095534324","malaysia","2.316667","111.55","346733206197678","indonesia","-0.8349","113.4668","13249","travel counts"
"2024-11-04","793335024385721","japan","35.0","136.0","346733206197678","indonesia","-0.8349","113.4668","1338","travel counts"
"2024-11-04","351785358793117","greece","39.0","22.0","535485520310127","cyprus","35.0","33.0","2108","travel counts"
"2024-11-04","2247289335332676","turkey","39.0","36.0","535485520310127","cyprus","35.0","33.0","3917","travel counts"
"2024-11-04","852597565113521","united kingdom","54.0","-2.0","535485520310127","cyprus","35.0","33.0","2195","travel counts"
"2024-11-04","937148070010051","united states","40.0","-100.0","580903582315279","the bahamas","23.916667","-77.666667","7148","travel counts"
"2024-11-04","2367165386637842","brazil","-11.0","-53.0","2103842606572854","chile","-31.0","-71.0","2115","travel counts"
"2024-11-04","921744301497079","argentina","-34.0","-64.0","2103842606572854","chile","-31.0","-71.0","11084","travel counts"
"2024-11-04","1983580781764432","peru","-8.0","-78.0","2103842606572854","chile","-31.0","-71.0","5246","travel counts"
"2024-11-04","345922999375723","bolivia","-17.056869611111","-64.991228611111","2103842606572854","chile","-31.0","-71.0","2262","travel counts"
"2024-11-04","2282619438622633","austria","48.0","14.0","680120905754069","france","47.0","2.0","1319","travel counts"
"2024-11-04","372761139998054","panama","8.616667","-80.366667","657349034710714","colombia","3.816667","-73.916667","1203","travel counts"
"2024-11-04","937148070010051","united states","40.0","-100.0","657349034710714","colombia","3.816667","-73.916667","4799","travel counts"
"2024-11-04","1080265735511471","spain","40.0","-3.0","657349034710714","colombia","3.816667","-73.916667","1569","travel counts"
"2024-11-04","2367165386637842","brazil","-11.0","-53.0","657349034710714","colombia","3.816667","-73.916667","1604","travel counts"
"2024-11-04","1983580781764432","peru","-8.0","-78.0","657349034710714","colombia","3.816667","-73.916667","1229","travel counts"
"2024-11-04","381900512398634","ecuador","-1.4666666666667","-78.816666666667","657349034710714","colombia","3.816667","-73.916667","6332","travel counts"
"2024-11-04","1246147782210951","australia","-25.0","135.0","346733206197678","indonesia","-0.8349","113.4668","4813","travel counts"
"2024-11-04","851705715169048","saudi arabia","23.716667","44.116667","346733206197678","indonesia","-0.8349","113.4668","1940","travel counts"
"2024-11-04","853970694951300","south korea","36.0","128.0","346733206197678","indonesia","-0.8349","113.4668","1065","travel counts"
"2024-11-04","343315869635106","philippines","11.333330555556","123.01666944444","346733206197678","indonesia","-0.8349","113.4668","1516","travel counts"
"2024-11-04","711084376012350","vietnam","14.016666666667","107.9","346733206197678","indonesia","-0.8349","113.4668","1422","travel counts"
"2024-11-04","376031519676735","bangladesh","24.016667","89.866667","346733206197678","indonesia","-0.8349","113.4668","4412","travel counts"
"2024-11-04","417158592211893","india","21.0","77.0","346733206197678","indonesia","-0.8349","113.4668","1577","travel counts"
"2024-11-04","853970694951300","south korea","36.0","128.0","343315869635106","philippines","11.333330555556","123.01666944444","3494","travel counts"
"2024-11-04","793335024385721","japan","35.0","136.0","343315869635106","philippines","11.333330555556","123.01666944444","5183","travel counts"
"2024-11-04","419634095534324","malaysia","2.316667","111.55","343315869635106","philippines","11.333330555556","123.01666944444","1875","travel counts"
"2024-11-04","851705715169048","saudi arabia","23.716667","44.116667","420975545355368","jordan","31.016667","36.616667","1350","travel counts"
"2024-11-04","413890222743884","palestine","31.625321","35.145264","420975545355368","jordan","31.016667","36.616667","15754","travel counts"
"2024-11-04","937148070010051","united states","40.0","-100.0","372761139998054","panama","8.616667","-80.366667","1413","travel counts"
