"start_latitude","start_longitude","end_latitude","end_longitude","movement_geometry","length_km","start_polygon_id","end_polygon_id","start_polygon_name","end_polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","percent_change","z_score","ds"
"40.24140477748022","-0.14663978135901704","38.478788145181916","-0.5682515168976798","LINESTRING (-0.146639781359017 40.24140477748022, -0.5682515168976798 38.478788145181916)","199.3171726062054","ESP.10.2_1","ESP.10.1_1","Castellón","Alicante","GADM2","3.6","ES","2024-11-01 08:00","134.5","65.0","-69.5","-51.291512915129154","-4.0","2024-11-01"
"40.24140477748022","-0.14663978135901704","39.793768027282304","-4.147935709854904","LINESTRING (-0.146639781359017 40.24140477748022, -4.147935709854904 39.793768027282304)","344.32945018750655","ESP.10.2_1","ESP.4.5_1","Castellón","Toledo","GADM2","3.6","ES","2024-11-01 08:00","16.666666666666668","","","","","2024-11-01"
"40.24140477748022","-0.14663978135901704","42.04370720522506","1.0476488847776433","LINESTRING (-0.146639781359017 40.24140477748022, 1.0476488847776433 42.04370720522506)","223.9680845057725","ESP.10.2_1","ESP.6.3_1","Castellón","Lleida","GADM2","3.6","ES","2024-11-01 08:00","17.5","18.0","0.5","2.7027027027027026","0.19316685232156394","2024-11-01"
"40.24140477748022","-0.14663978135901704","41.087597985407236","0.8179822749109986","LINESTRING (-0.146639781359017 40.24140477748022, 0.8179822749109986 41.087597985407236)","124.38925969543932","ESP.10.2_1","ESP.6.4_1","Castellón","Tarragona","GADM2","3.6","ES","2024-11-01 08:00","347.0","130.0","-217.0","-62.35632183908046","-4.0","2024-11-01"
"36.813975916918615","-4.725769505867542","38.00201636826878","-1.485118004597993","LINESTRING (-4.725769505867542 36.813975916918615, -1.485118004597993 38.00201636826878)","315.22120319422345","ESP.1.7_1","ESP.18.1_1","Málaga","Murcia","GADM2","3.6","ES","2024-11-01 08:00","70.16666666666667","41.0","-29.16666666666667","-40.98360655737705","-1.7945178814709632","2024-11-01"
"36.813975916918615","-4.725769505867542","39.37032630858199","-0.8009094166576741","LINESTRING (-4.725769505867542 36.813975916918615, -0.8009094166576741 39.37032630858199)","445.76014707912384","ESP.1.7_1","ESP.10.3_1","Málaga","Valencia","GADM2","3.6","ES","2024-11-01 08:00","33.833333333333336","12.0","-21.833333333333336","-62.67942583732057","-2.0877455056478365","2024-11-01"
"40.24140477748022","-0.14663978135901704","39.37032630858199","-0.8009094166576741","LINESTRING (-0.146639781359017 40.24140477748022, -0.8009094166576741 39.37032630858199)","111.82657241767309","ESP.10.2_1","ESP.10.3_1","Castellón","Valencia","GADM2","3.6","ES","2024-11-01 08:00","1216.6666666666667","447.0","-769.6666666666667","-63.208321927183135","-4.0","2024-11-01"
"41.621743707824955","-1.0646772341227684","39.572705599543816","2.910201921954678","LINESTRING (-1.0646772341227684 41.621743707824955, 2.910201921954678 39.572705599543816)","405.5657497886076","ESP.2.3_1","ESP.13.1_1","Zaragoza","Baleares","GADM2","3.6","ES","2024-11-01 08:00","12.333333333333334","","","","","2024-11-01"
"41.621743707824955","-1.0646772341227684","37.99268956679155","-4.809141985345889","LINESTRING (-1.0646772341227684 41.621743707824955, -4.809141985345889 37.99268956679155)","514.8056579190165","ESP.2.3_1","ESP.1.3_1","Zaragoza","Córdoba","GADM2","3.6","ES","2024-11-01 08:00","14.166666666666666","11.0","-3.166666666666666","-20.879120879120876","-0.9231571234620236","2024-11-01"
"41.621743707824955","-1.0646772341227684","39.37032630858199","-0.8009094166576741","LINESTRING (-1.0646772341227684 41.621743707824955, -0.8009094166576741 39.37032630858199)","251.3377556751131","ESP.2.3_1","ESP.10.3_1","Zaragoza","Valencia","GADM2","3.6","ES","2024-11-01 08:00","116.66666666666667","53.0","-63.66666666666667","-54.107648725212464","-2.731024879487213","2024-11-01"
