"start_latitude","start_longitude","end_latitude","end_longitude","movement_geometry","length_km","start_polygon_id","end_polygon_id","start_polygon_name","end_polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","percent_change","z_score","ds"
"37.19599206464561","-2.344777157870482","38.8255215709701","-1.9803326139720594","LINESTRING (-2.344777157870482 37.19599206464561, -1.9803326139720594 38.8255215709701)","183.98681256940353","ESP.1.1_1","ESP.4.1_1","Almería","Albacete","GADM2","3.6","ES","2024-10-30 16:00","","10.0","","","","2024-10-30"
"37.19599206464561","-2.344777157870482","37.19599206464561","-2.344777157870482","POINT (-2.344777157870482 37.19599206464561)","0.0","ESP.1.1_1","ESP.1.1_1","Almería","Almería","GADM2","3.6","ES","2024-10-30 16:00","45639.333333333336","44537.0","-1102.3333333333358","-2.4152613550879756","-0.3061088592925135","2024-10-30"
"37.19599206464561","-2.344777157870482","41.087597985407236","0.8179822749109986","LINESTRING (-2.344777157870482 37.19599206464561, 0.8179822749109986 41.087597985407236)","511.4279295941958","ESP.1.1_1","ESP.6.4_1","Almería","Tarragona","GADM2","3.6","ES","2024-10-30 16:00","10.666666666666666","","","","","2024-10-30"
"37.19599206464561","-2.344777157870482","38.00201636826878","-1.485118004597993","LINESTRING (-2.344777157870482 37.19599206464561, -1.485118004597993 38.00201636826878)","117.33896977315497","ESP.1.1_1","ESP.18.1_1","Almería","Murcia","GADM2","3.6","ES","2024-10-30 16:00","143.5","147.0","3.5","2.422145328719723","0.2089040395866269","2024-10-30"
"37.19599206464561","-2.344777157870482","38.01655157917753","-3.441539286139148","LINESTRING (-2.344777157870482 37.19599206464561, -3.441539286139148 38.01655157917753)","132.88749465602953","ESP.1.1_1","ESP.1.6_1","Almería","Jaén","GADM2","3.6","ES","2024-10-30 16:00","","17.0","","","","2024-10-30"
"37.19599206464561","-2.344777157870482","38.478788145181916","-0.5682515168976798","LINESTRING (-2.344777157870482 37.19599206464561, -0.5682515168976798 38.478788145181916)","211.38010003319337","ESP.1.1_1","ESP.10.1_1","Almería","Alicante","GADM2","3.6","ES","2024-10-30 16:00","25.5","28.0","2.5","9.433962264150944","0.7247137945655605","2024-10-30"
"37.19599206464561","-2.344777157870482","37.312508627700836","-3.26776827578156","LINESTRING (-2.344777157870482 37.19599206464561, -3.26776827578156 37.312508627700836)","82.71141266257744","ESP.1.1_1","ESP.1.4_1","Almería","Granada","GADM2","3.6","ES","2024-10-30 16:00","77.5","75.0","-2.5","-3.1847133757961785","-0.19316685232156394","2024-10-30"
"37.19599206464561","-2.344777157870482","39.37032630858199","-0.8009094166576741","LINESTRING (-2.344777157870482 37.19599206464561, -0.8009094166576741 39.37032630858199)","276.7803011806347","ESP.1.1_1","ESP.10.3_1","Almería","Valencia","GADM2","3.6","ES","2024-10-30 16:00","27.333333333333332","22.0","-5.333333333333332","-18.823529411764703","-1.0176437026295686","2024-10-30"
"37.19599206464561","-2.344777157870482","40.495200973866844","-3.717005900525718","LINESTRING (-2.344777157870482 37.19599206464561, -3.717005900525718 40.495200973866844)","385.60891091102377","ESP.1.1_1","ESP.8.1_1","Almería","Madrid","GADM2","3.6","ES","2024-10-30 16:00","14.5","13.0","-1.5","-9.67741935483871","-0.3120938919661796","2024-10-30"
"38.8255215709701","-1.9803326139720594","38.00201636826878","-1.485118004597993","LINESTRING (-1.9803326139720594 38.8255215709701, -1.485118004597993 38.00201636826878)","101.22507563781764","ESP.4.1_1","ESP.18.1_1","Albacete","Murcia","GADM2","3.6","ES","2024-10-30 16:00","75.83333333333333","81.0","5.166666666666671","6.724511930585691","0.6150503101009569","2024-10-30"
"38.8255215709701","-1.9803326139720594","38.478788145181916","-0.5682515168976798","LINESTRING (-1.9803326139720594 38.8255215709701, -0.5682515168976798 38.478788145181916)","128.5391454815242","ESP.4.1_1","ESP.10.1_1","Albacete","Alicante","GADM2","3.6","ES","2024-10-30 16:00","62.5","62.0","-0.5","-0.7874015748031497","-0.0363600305889794","2024-10-30"
"38.8255215709701","-1.9803326139720594","39.37032630858199","-0.8009094166576741","LINESTRING (-1.9803326139720594 38.8255215709701, -0.8009094166576741 39.37032630858199)","118.44139183676566","ESP.4.1_1","ESP.10.3_1","Albacete","Valencia","GADM2","3.6","ES","2024-10-30 16:00","50.166666666666664","44.0","-6.166666666666664","-12.052117263843643","-0.7047427283499241","2024-10-30"
"38.8255215709701","-1.9803326139720594","40.495200973866844","-3.717005900525718","LINESTRING (-1.9803326139720594 38.8255215709701, -3.717005900525718 40.495200973866844)","237.83422784285008","ESP.4.1_1","ESP.8.1_1","Albacete","Madrid","GADM2","3.6","ES","2024-10-30 16:00","27.5","35.0","7.5","26.31578947368421","1.4737077972972363","2024-10-30"
"38.8255215709701","-1.9803326139720594","39.89609557392419","-2.1955053004133127","LINESTRING (-1.9803326139720594 38.8255215709701, -2.1955053004133127 39.89609557392419)","120.47122827238226","ESP.4.1_1","ESP.4.3_1","Albacete","Cuenca","GADM2","3.6","ES","2024-10-30 16:00","91.16666666666667","93.0","1.8333333333333286","1.989150090415908","0.31930367447810587","2024-10-30"
"38.8255215709701","-1.9803326139720594","39.793768027282304","-4.147935709854904","LINESTRING (-1.9803326139720594 38.8255215709701, -4.147935709854904 39.793768027282304)","215.32804441913922","ESP.4.1_1","ESP.4.5_1","Albacete","Toledo","GADM2","3.6","ES","2024-10-30 16:00","","12.0","","","","2024-10-30"
